neighbourhood,price per night,price per year
Bedford-Stuyvesant,46,16790
Financial District,240,87600
Bushwick,240,87600
St. Albans,50,18250
Greenwich Village,115,41975
Edenwald,75,27375
Upper East Side,160,58400
Harlem,80,29200
Lower East Side,150,54750
Randall Manor,79,28835
Greenpoint,250,91250
Ditmars Steinway,60,21900
Long Island City,85,31025
Midwood,200,73000
Rego Park,40,14600
Williamsburg,89,32485
Financial District,95,34675
Fort Hamilton,135,49275
East Village,260,94900
Harlem,80,29200
Bedford-Stuyvesant,130,47450
Theater District,165,60225
Chinatown,400,146000
Ridgewood,200,73000
Upper West Side,139,50735
Lower East Side,59,21535
Flatbush,45,16425
Great Kills,75,27375
Bedford-Stuyvesant,159,58035
Tribeca,120,43800
Crown Heights,99,36135
Upper West Side,112,40880
Midtown,175,63875
Midwood,85,31025
Ditmars Steinway,55,20075
Ditmars Steinway,80,29200
Civic Center,90,32850
Upper West Side,180,65700
SoHo,215,78475
Prospect-Lefferts Gardens,47,17155
Hell's Kitchen,415,151475
Rockaway Beach,275,100375
Bushwick,115,41975
Tompkinsville,199,72635
Kips Bay,150,54750
Kips Bay,150,54750
Brownsville,120,43800
East Village,60,21900
Midwood,58,21170
South Slope,149,54385
Lower East Side,700,255500
Ridgewood,45,16425
Bushwick,55,20075
Hell's Kitchen,110,40150
Ditmars Steinway,70,25550
Ditmars Steinway,60,21900
Bushwick,121,44165
Crown Heights,62,22630
Kips Bay,75,27375
Washington Heights,50,18250
Astoria,52,18980
Prospect-Lefferts Gardens,109,39785
Woodside,100,36500
Bushwick,160,58400
Midwood,200,73000
Crown Heights,65,23725
Ridgewood,115,41975
Randall Manor,50,18250
East Village,95,34675
Harlem,300,109500
East Harlem,69,25185
Sunset Park,169,61685
Williamsburg,134,48910
Sunnyside,89,32485
Long Island City,35,12775
Hell's Kitchen,120,43800
Harlem,140,51100
Midtown,200,73000
Hell's Kitchen,139,50735
Upper West Side,80,29200
East Village,79,28835
Upper West Side,125,45625
Clason Point,40,14600
Canarsie,91,33215
East Village,295,107675
Financial District,400,146000
East Harlem,76,27740
Williamsburg,400,146000
Bedford-Stuyvesant,48,17520
Norwood,125,45625
Greenwich Village,250,91250
East Harlem,65,23725
Bedford-Stuyvesant,80,29200
East Village,650,237250
Tompkinsville,48,17520
Hell's Kitchen,99,36135
Woodside,55,20075
Harlem,44,16060
Ridgewood,200,73000
Crown Heights,150,54750
Wakefield,100,36500
Stuyvesant Town,150,54750
East Village,150,54750
Windsor Terrace,350,127750
Jamaica,128,46720
Hell's Kitchen,200,73000
Bushwick,190,69350
South Slope,40,14600
Inwood,71,25915
Astoria,60,21900
Astoria,59,21535
Flatbush,599,218635
Bushwick,125,45625
Bedford-Stuyvesant,115,41975
East Flatbush,65,23725
Washington Heights,50,18250
Bedford-Stuyvesant,198,72270
Prospect-Lefferts Gardens,78,28470
Lower East Side,160,58400
Greenpoint,125,45625
Bushwick,90,32850
Sunset Park,43,15695
Bushwick,80,29200
Williamsburg,60,21900
Chelsea,190,69350
East Flatbush,60,21900
Harlem,57,20805
Hell's Kitchen,120,43800
Kips Bay,119,43435
Fort Greene,200,73000
Long Island City,38,13870
Harlem,92,33580
Crown Heights,45,16425
Greenwich Village,200,73000
Murray Hill,120,43800
Bedford-Stuyvesant,42,15330
Greenwich Village,89,32485
Upper East Side,95,34675
Harlem,80,29200
Washington Heights,235,85775
Bushwick,40,14600
Mount Eden,150,54750
Harlem,120,43800
Upper West Side,400,146000
Financial District,130,47450
Crown Heights,75,27375
West Village,125,45625
Harlem,120,43800
Park Slope,120,43800
Cypress Hills,35,12775
Bushwick,45,16425
Bedford-Stuyvesant,100,36500
Two Bridges,97,35405
Williamsburg,225,82125
Clinton Hill,89,32485
Ridgewood,80,29200
Maspeth,200,73000
Bedford-Stuyvesant,40,14600
East Village,80,29200
Kips Bay,175,63875
Downtown Brooklyn,250,91250
Greenpoint,135,49275
Financial District,179,65335
Washington Heights,59,21535
Hell's Kitchen,180,65700
Midtown,125,45625
Upper East Side,170,62050
Financial District,182,66430
Washington Heights,65,23725
Bedford-Stuyvesant,450,164250
Ridgewood,42,15330
Williamsburg,79,28835
Prospect-Lefferts Gardens,80,29200
West Village,165,60225
Prospect-Lefferts Gardens,50,18250
Prospect-Lefferts Gardens,75,27375
Prospect Heights,128,46720
Harlem,122,44530
Woodside,46,16790
Harlem,85,31025
Glendale,150,54750
Upper East Side,199,72635
Hell's Kitchen,70,25550
Bushwick,105,38325
Forest Hills,59,21535
Upper West Side,67,24455
Greenpoint,61,22265
Williamsburg,170,62050
West Village,100,36500
Rockaway Beach,86,31390
Ditmars Steinway,85,31025
Upper West Side,145,52925
SoHo,210,76650
Fieldston,50,18250
East Harlem,80,29200
Sunnyside,50,18250
Bushwick,50,18250
Forest Hills,50,18250
Williamsburg,151,55115
East Village,200,73000
Gramercy,150,54750
Greenwich Village,147,53655
Morningside Heights,350,127750
Prospect-Lefferts Gardens,200,73000
Bushwick,70,25550
Bedford-Stuyvesant,140,51100
East Elmhurst,109,39785
Sunnyside,55,20075
Throgs Neck,50,18250
Kips Bay,200,73000
Hell's Kitchen,190,69350
Williamsburg,200,73000
Bushwick,49,17885
Greenpoint,119,43435
Astoria,40,14600
Murray Hill,210,76650
Park Slope,105,38325
Upper East Side,86,31390
Upper West Side,150,54750
Springfield Gardens,60,21900
Williamsburg,225,82125
Williamsburg,157,57305
Bushwick,70,25550
Astoria,140,51100
Throgs Neck,74,27010
Brighton Beach,150,54750
Washington Heights,75,27375
Bensonhurst,40,14600
Upper West Side,180,65700
Bedford-Stuyvesant,37,13505
Harlem,344,125560
Bushwick,40,14600
Williamsburg,130,47450
Williamsburg,99,36135
East Village,142,51830
Upper West Side,550,200750
Bedford-Stuyvesant,70,25550
Allerton,45,16425
Flushing,59,21535
Upper West Side,160,58400
Rockaway Beach,125,45625
Bedford-Stuyvesant,59,21535
Chelsea,239,87235
Kips Bay,200,73000
Williamsburg,130,47450
Sunnyside,104,37960
Financial District,182,66430
Briarwood,30,10950
Harlem,65,23725
East Harlem,250,91250
South Ozone Park,60,21900
South Ozone Park,48,17520
Astoria,149,54385
Canarsie,59,21535
Upper West Side,100,36500
Bedford-Stuyvesant,62,22630
Downtown Brooklyn,135,49275
Flushing,95,34675
Jamaica,450,164250
Sheepshead Bay,59,21535
Upper East Side,59,21535
Throgs Neck,40,14600
Williamsburg,215,78475
Astoria,120,43800
East Elmhurst,49,17885
Little Italy,41,14965
Morningside Heights,125,45625
Greenwich Village,250,91250
Prospect-Lefferts Gardens,75,27375
Crown Heights,34,12410
Midtown,169,61685
Bedford-Stuyvesant,60,21900
Upper East Side,375,136875
Williamsburg,150,54750
Upper West Side,150,54750
Hell's Kitchen,224,81760
Jamaica,80,29200
Greenpoint,100,36500
Ditmars Steinway,100,36500
Upper East Side,125,45625
Williamsburg,120,43800
Bedford-Stuyvesant,75,27375
Bedford-Stuyvesant,600,219000
Jamaica,70,25550
Flushing,60,21900
Upper West Side,50,18250
East Village,149,54385
Midtown,180,65700
Upper East Side,118,43070
Harlem,70,25550
Midtown,1195,436175
Chelsea,175,63875
Flatbush,165,60225
Kips Bay,150,54750
East Harlem,50,18250
Washington Heights,50,18250
Arrochar,33,12045
Flushing,60,21900
Flushing,50,18250
Little Italy,110,40150
Midtown,145,52925
Upper West Side,137,50005
Bedford-Stuyvesant,50,18250
Washington Heights,150,54750
Bedford-Stuyvesant,45,16425
Harlem,75,27375
Washington Heights,50,18250
Upper West Side,91,33215
Far Rockaway,250,91250
Prospect-Lefferts Gardens,80,29200
East Village,136,49640
Cypress Hills,99,36135
Highbridge,103,37595
Washington Heights,175,63875
Washington Heights,125,45625
Clinton Hill,180,65700
Upper West Side,120,43800
East Village,164,59860
Glendale,50,18250
Bedford-Stuyvesant,80,29200
Astoria,49,17885
Harlem,50,18250
Ridgewood,120,43800
East Elmhurst,60,21900
Harlem,45,16425
Harlem,70,25550
Chelsea,120,43800
Upper East Side,375,136875
Williamsburg,75,27375
Clinton Hill,70,25550
Jamaica,60,21900
Ridgewood,55,20075
Williamsburg,80,29200
Chinatown,150,54750
Bushwick,150,54750
Harlem,225,82125
Neponsit,200,73000
Bedford-Stuyvesant,99,36135
Long Island City,110,40150
Flushing,115,41975
Williamsburg,225,82125
Bedford-Stuyvesant,95,34675
Park Slope,139,50735
Bushwick,65,23725
SoHo,160,58400
Astoria,150,54750
Harlem,250,91250
Gramercy,175,63875
Prospect Heights,179,65335
Greenpoint,130,47450
East Flatbush,80,29200
Bedford-Stuyvesant,44,16060
East Village,300,109500
Greenwich Village,215,78475
Crown Heights,100,36500
Crown Heights,295,107675
Upper West Side,100,36500
Midtown,85,31025
Windsor Terrace,150,54750
Bedford-Stuyvesant,225,82125
Jamaica,80,29200
Prospect-Lefferts Gardens,75,27375
Jamaica,140,51100
Bedford-Stuyvesant,110,40150
Flatbush,100,36500
Williamsburg,265,96725
Flatbush,150,54750
East Flatbush,91,33215
Chelsea,795,290175
Hell's Kitchen,185,67525
Hell's Kitchen,125,45625
Sunnyside,75,27375
East Village,330,120450
Williamsburg,99,36135
Flushing,50,18250
Harlem,79,28835
Williamsburg,129,47085
Woodside,40,14600
Tribeca,1200,438000
Bushwick,200,73000
Bushwick,41,14965
Navy Yard,140,51100
Financial District,295,107675
Canarsie,125,45625
Murray Hill,150,54750
Theater District,170,62050
Astoria,101,36865
Arverne,350,127750
Upper West Side,175,63875
Harlem,105,38325
Bushwick,54,19710
Ridgewood,90,32850
Astoria,125,45625
Williamsburg,233,85045
Harlem,400,146000
Crown Heights,139,50735
Bushwick,135,49275
Tribeca,305,111325
East Village,175,63875
Canarsie,140,51100
Gramercy,126,45990
Sunset Park,75,27375
Bushwick,62,22630
Prospect Heights,99,36135
Jamaica,50,18250
East Village,224,81760
Bedford-Stuyvesant,95,34675
Fort Greene,108,39420
Hell's Kitchen,94,34310
Harlem,160,58400
Grant City,72,26280
Upper East Side,199,72635
Sunnyside,50,18250
Williamsburg,75,27375
Astoria,169,61685
Bushwick,75,27375
Harlem,85,31025
Long Island City,75,27375
Rego Park,99,36135
Great Kills,120,43800
Civic Center,200,73000
Flushing,80,29200
Carroll Gardens,150,54750
Ditmars Steinway,55,20075
Upper West Side,180,65700
Murray Hill,120,43800
East Harlem,90,32850
West Village,1500,547500
Jamaica,40,14600
Woodhaven,42,15330
St. Albans,55,20075
East Harlem,180,65700
Upper West Side,225,82125
Crown Heights,150,54750
Highbridge,50,18250
Chelsea,170,62050
Carroll Gardens,50,18250
Hell's Kitchen,350,127750
Williamsburg,415,151475
Crown Heights,112,40880
East Harlem,170,62050
Brighton Beach,80,29200
East Harlem,300,109500
Bushwick,60,21900
East Elmhurst,54,19710
Kingsbridge,46,16790
Parkchester,80,29200
Great Kills,180,65700
Williamsburg,168,61320
Park Slope,400,146000
Jamaica,100,36500
Clinton Hill,97,35405
Flushing,48,17520
Cypress Hills,95,34675
Chinatown,170,62050
East Harlem,125,45625
East Village,175,63875
Kips Bay,80,29200
Lower East Side,139,50735
Chinatown,162,59130
Bedford-Stuyvesant,75,27375
South Ozone Park,93,33945
Harlem,99,36135
Nolita,89,32485
Cypress Hills,85,31025
Harlem,2500,912500
Upper West Side,105,38325
Bedford-Stuyvesant,100,36500
Hell's Kitchen,198,72270
Bedford-Stuyvesant,48,17520
Upper West Side,117,42705
Clinton Hill,110,40150
East Village,206,75190
Greenwich Village,164,59860
Bushwick,90,32850
Tribeca,220,80300
Sunset Park,150,54750
Bushwick,45,16425
Lower East Side,65,23725
East Village,170,62050
Kingsbridge,399,145635
East Village,175,63875
Bushwick,99,36135
Brooklyn Heights,185,67525
East Harlem,150,54750
East New York,175,63875
Bedford-Stuyvesant,189,68985
East New York,51,18615
Murray Hill,398,145270
Upper East Side,175,63875
Park Slope,160,58400
Canarsie,65,23725
Downtown Brooklyn,130,47450
Bedford-Stuyvesant,96,35040
Richmond Hill,89,32485
Prospect Heights,70,25550
Bedford-Stuyvesant,99,36135
SoHo,450,164250
Harlem,69,25185
Tribeca,500,182500
Washington Heights,50,18250
Brooklyn Heights,120,43800
Flatbush,197,71905
Upper West Side,225,82125
Ridgewood,105,38325
Harlem,170,62050
Flatbush,68,24820
Harlem,110,40150
West Village,200,73000
Upper West Side,360,131400
Upper East Side,165,60225
Upper East Side,200,73000
Bedford-Stuyvesant,265,96725
Harlem,100,36500
Tribeca,140,51100
East Village,128,46720
Park Slope,125,45625
East Village,150,54750
Harlem,80,29200
Crown Heights,52,18980
East Flatbush,350,127750
Williamsburg,129,47085
East Village,125,45625
Williamsburg,100,36500
Hell's Kitchen,140,51100
Bedford-Stuyvesant,45,16425
Bedford-Stuyvesant,70,25550
Williamsburg,75,27375
Williamsburg,110,40150
Schuylerville,90,32850
Lower East Side,100,36500
Gramercy,176,64240
Harlem,90,32850
Financial District,89,32485
Hell's Kitchen,120,43800
East Harlem,65,23725
Harlem,95,34675
Upper East Side,180,65700
Bushwick,60,21900
Astoria,80,29200
East Harlem,191,69715
Financial District,130,47450
Williamsburg,650,237250
Midtown,175,63875
Harlem,100,36500
Bedford-Stuyvesant,113,41245
Harlem,43,15695
Morningside Heights,65,23725
Upper West Side,95,34675
Hell's Kitchen,200,73000
Bushwick,130,47450
Williamsburg,275,100375
Brighton Beach,100,36500
Sunnyside,85,31025
Greenpoint,100,36500
Midtown,190,69350
Harlem,150,54750
College Point,65,23725
Corona,100,36500
Morningside Heights,50,18250
Park Slope,120,43800
Clinton Hill,186,67890
Bedford-Stuyvesant,120,43800
Glendale,50,18250
Arrochar,32,11680
Hell's Kitchen,239,87235
Prospect-Lefferts Gardens,45,16425
Lower East Side,159,58035
Harlem,130,47450
Williamsburg,107,39055
Bedford-Stuyvesant,75,27375
Upper West Side,120,43800
Bedford-Stuyvesant,80,29200
East Harlem,250,91250
Bedford-Stuyvesant,217,79205
Little Italy,699,255135
Williamsburg,475,173375
Greenpoint,150,54750
Navy Yard,150,54750
Harlem,225,82125
Upper West Side,225,82125
East Village,140,51100
Ditmars Steinway,49,17885
Arverne,450,164250
East Harlem,200,73000
East Harlem,112,40880
Rockaway Beach,89,32485
Williamsburg,209,76285
Williamsburg,300,109500
Astoria,49,17885
Astoria,50,18250
Upper West Side,294,107310
Upper East Side,450,164250
Crown Heights,150,54750
East Village,89,32485
East New York,79,28835
East Flatbush,50,18250
Upper East Side,70,25550
Astoria,118,43070
Chelsea,75,27375
Crown Heights,41,14965
Glendale,190,69350
Midtown,90,32850
Park Slope,195,71175
East Flatbush,150,54750
Bedford-Stuyvesant,47,17155
Middle Village,86,31390
Gramercy,160,58400
East Harlem,150,54750
Bedford-Stuyvesant,45,16425
Theater District,337,123005
Bushwick,78,28470
Bedford-Stuyvesant,169,61685
East Elmhurst,169,61685
Upper West Side,86,31390
East Village,350,127750
Greenpoint,99,36135
Upper West Side,180,65700
Greenpoint,105,38325
Williamsburg,85,31025
Financial District,222,81030
East Village,97,35405
Financial District,219,79935
Financial District,232,84680
Bushwick,40,14600
Red Hook,100,36500
Harlem,100,36500
Financial District,400,146000
South Ozone Park,69,25185
Upper East Side,180,65700
Bedford-Stuyvesant,150,54750
Bedford-Stuyvesant,88,32120
Financial District,169,61685
Great Kills,40,14600
Hell's Kitchen,390,142350
Chelsea,600,219000
Great Kills,50,18250
Bedford-Stuyvesant,55,20075
East Village,90,32850
Flatbush,95,34675
Elmhurst,85,31025
Greenwich Village,65,23725
Bedford-Stuyvesant,100,36500
Park Slope,295,107675
Hell's Kitchen,280,102200
Bedford-Stuyvesant,45,16425
West Village,89,32485
Canarsie,49,17885
St. George,75,27375
Long Island City,45,16425
Greenpoint,90,32850
Fort Hamilton,125,45625
Inwood,149,54385
Ridgewood,110,40150
East Village,115,41975
East Harlem,76,27740
Harlem,90,32850
Nolita,182,66430
Bedford-Stuyvesant,65,23725
Inwood,95,34675
Bushwick,46,16790
Prospect Heights,120,43800
Bensonhurst,37,13505
Cypress Hills,85,31025
Bedford-Stuyvesant,85,31025
Ridgewood,75,27375
Kips Bay,110,40150
Williamsburg,140,51100
Harlem,150,54750
Bedford-Stuyvesant,85,31025
Hell's Kitchen,130,47450
Greenpoint,300,109500
Bedford-Stuyvesant,130,47450
Williamsburg,125,45625
Throgs Neck,74,27010
East Harlem,99,36135
Kensington,62,22630
East Village,200,73000
West Village,180,65700
Upper West Side,46,16790
Bushwick,70,25550
Midtown,166,60590
Inwood,359,131035
Long Island City,200,73000
West Village,100,36500
East New York,100,36500
Upper East Side,175,63875
Crown Heights,40,14600
Upper East Side,120,43800
Astoria,38,13870
Borough Park,55,20075
Borough Park,60,21900
Hell's Kitchen,199,72635
East Harlem,50,18250
Borough Park,32,11680
Jackson Heights,175,63875
East Village,74,27010
Midtown,175,63875
Upper West Side,113,41245
Downtown Brooklyn,150,54750
Williamsburg,200,73000
Bedford-Stuyvesant,95,34675
Pelham Gardens,86,31390
Sunset Park,260,94900
Bushwick,65,23725
East Village,165,60225
Williamsburg,150,54750
Chelsea,140,51100
East Village,62,22630
Little Italy,100,36500
Gravesend,100,36500
Jamaica,125,45625
Harlem,44,16060
Washington Heights,75,27375
Financial District,299,109135
Chinatown,799,291635
Sunnyside,70,25550
Inwood,149,54385
Bedford-Stuyvesant,145,52925
Washington Heights,50,18250
Washington Heights,50,18250
Bushwick,80,29200
Woodside,100,36500
Williamsburg,60,21900
Canarsie,92,33580
Woodside,80,29200
Sunset Park,155,56575
Bushwick,65,23725
Hell's Kitchen,156,56940
Gowanus,100,36500
Greenwich Village,197,71905
Bedford-Stuyvesant,80,29200
Williamsburg,250,91250
Bedford-Stuyvesant,45,16425
Bushwick,50,18250
Gramercy,250,91250
Midtown,199,72635
Bushwick,150,54750
Bedford-Stuyvesant,80,29200
Williamsbridge,33,12045
East Harlem,85,31025
Bedford-Stuyvesant,65,23725
East Village,100,36500
Crown Heights,60,21900
Bedford-Stuyvesant,150,54750
Harlem,80,29200
Midtown,339,123735
Hell's Kitchen,175,63875
Midtown,339,123735
Harlem,100,36500
Chelsea,100,36500
Williamsburg,200,73000
Harlem,75,27375
Upper East Side,140,51100
Brooklyn Heights,245,89425
